,Age,Sex,Race,marital_status,Education,Employement,Incomes,how_many_books_12m,printed_books_12m,audiobooks_12m,ebooks_12m,how_did_you_get,news_or_newspapers,magazines_or_journals,printed,audiobooks,ebooks
1374,36,Female,Black or African-American,Married,College graduate,Employed full-time,5. 50-74.9,7,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
1375,22,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed part-time,7. 100-149.9,7,Yes,Yes,No,Purchased the book,No,No,1,1,0
1376,22,Male,Black or African-American,Never been married,College graduate,Employed full-time,7. 100-149.9,7,No,No,Yes,Got the book some other way,No,No,0,0,1
1377,22,Male,Black or African-American,Never been married,High school graduate,Employed part-time,7. 100-149.9,7,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
1378,17,Male,Black or African-American,Never been married,High school incomplete,Employed part-time,7. 100-149.9,7,Yes,No,No,Got the book some other way,No,No,1,0,0
1379,91,Female,White,Widowed,High school graduate,Retired,Refused,7,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
1380,74,Female,White,Married,High school graduate,Retired,5. 40m-49.9m,7,Yes,No,Yes,Purchased the book,No,No,1,0,1
1381,69,Female,White,Widowed,College graduate,Retired,5. 50-74.9,7,Yes,No,Yes,Borrowed the book from a friend or family member,No,No,1,0,1
1382,65,Female,White,Married,"Some college, no 4-year degree",Retired,6. 75-99.9,7,Yes,No,No,Purchased the book,No,No,1,0,0
1383,64,Male,White,Divorced,High school incomplete,Disabled,2. 10-19.9,7,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
1384,58,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,7,Yes,No,Yes,Purchased the book,No,Yes,1,0,1
1385,57,Female,White,Divorced,College graduate,Employed full-time,5. 50-74.9,7,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes,1,0,1
1386,52,Female,White,Divorced,High school graduate,Employed full-time,5. 50-74.9,7,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
1387,47,Male,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,7,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1388,47,Male,White,Married,College graduate,Employed full-time,4. 30m-39.9m,7,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
1389,47,Female,White,Married,Post-graduate training/professional school after college,Other,Refused,7,Yes,No,Yes,Borrowed the book from a library,No,Yes,1,0,1
1390,41,Female,White,Divorced,"Some college, no 4-year degree",Not employed for pay,1. <10m,7,Yes,No,No,Purchased the book,No,No,1,0,0
1391,40,Female,White,Married,College graduate,Have own business/self-employed,7. 100-149.9,7,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
1392,32,Female,White,Married,High school graduate,Not employed for pay,7. 100-149.9,7,Yes,No,No,Purchased the book,Yes,No,1,0,0
1393,31,Male,White,Married,College graduate,Employed full-time,7. 100-149.9,7,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
1394,29,Female,White,Married,College graduate,Employed full-time,7. 100-149.9,7,Yes,No,Yes,Purchased the book,No,No,1,0,1
1395,25,Female,White,Living with a partner,High school graduate,Employed full-time,3. 20-29.9,7,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
1396,25,Male,White,Never been married,High school graduate,Not employed for pay,2. 10-19.9,7,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1397,24,Female,White,Never been married,College graduate,Not employed for pay,7. 100-149.9,7,Yes,Yes,Yes,Purchased the book,No,No,1,1,1
1398,24,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,5. 40m-49.9m,7,Yes,No,Yes,Borrowed the book from a friend or family member,No,No,1,0,1
1399,22,Female,White,Never been married,College graduate,Student,7. 100-149.9,7,Yes,No,No,Borrowed the book from a library,No,Yes,1,0,0
1400,21,Female,White,Never been married,"Some college, no 4-year degree",Not employed for pay,5. 50-74.9,7,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1
1401,21,Female,White,Single,"Some college, no 4-year degree",Not employed for pay,7. 100-149.9,7,Yes,No,No,Purchased the book,No,No,1,0,0
1402,21,Male,White,Never been married,"Technical, trade or vocational school AFTER high school",Employed part-time,5. 40m-49.9m,7,Yes,No,No,Purchased the book,No,Yes,1,0,0
1403,20,Male,White,Never been married,High school graduate,Employed part-time,5. 50-74.9,7,Yes,No,No,Purchased the book,No,No,1,0,0
1404,20,Male,White,Never been married,"Some college, no 4-year degree",Not employed for pay,7. 100-149.9,7,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,1,0,1
1405,18,Male,White,Never been married,High school incomplete,Not employed for pay,7. 100-149.9,7,Yes,No,Yes,Got the book some other way,No,No,1,0,1
1406,18,Female,White,Never been married,High school graduate,Employed part-time,6. 75-99.9,7,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1407,17,Male,White,Never been married,High school graduate,Not employed for pay,7. 100-149.9,7,Yes,No,No,Purchased the book,No,No,1,0,0
1408,17,Male,White,Never been married,High school incomplete,Employed part-time,7. 100-149.9,7,Yes,No,No,Got the book some other way,Yes,No,1,0,0
1409,16,Male,White,Never been married,High school incomplete,Employed part-time,7. 100-149.9,7,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,1,0,1
1410,65,Male,Refused,Married,Post-graduate training/professional school after college,Retired,5. 50-74.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1411,36,Male,Don’t know,Married,College graduate,Employed full-time,6. 75-99.9,6,Yes,Yes,Yes,Purchased the book,No,Yes,1,1,1
1412,67,Male,Other,Divorced,High school graduate,Retired,1. <10m,6,Yes,No,No,Purchased the book,Yes,No,1,0,0
1413,58,Female,Other,Married,"Some college, no 4-year degree",Not employed for pay,Refused,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
1414,27,Female,Other,Never been married,College graduate,Employed part-time,5. 50-74.9,6,No,No,Yes,Got the book some other way,No,No,0,0,1
1415,18,Male,Other,Never been married,High school incomplete,Not employed for pay,4. 30m-39.9m,6,Yes,Yes,Yes,Got the book some other way,Yes,Yes,1,1,1
1416,66,Male,Native American/American Indian,Married,Post-graduate training/professional school after college,Retired,Refused,6,Yes,No,No,Purchased the book,Yes,No,1,0,0
1417,37,Female,Native American/American Indian,Divorced,College graduate,Not employed for pay,1. <10m,6,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1
1418,48,Female,Mixed race,Living with a partner,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,6,Yes,Yes,Yes,Got the book some other way,Yes,Yes,1,1,1
1419,35,Male,Mixed race,Living with a partner,"Some college, no 4-year degree",Not employed for pay,3. 20-29.9,6,Yes,No,Yes,Got the book some other way,No,Yes,1,0,1
1420,30,Male,Mixed race,Never been married,College graduate,Employed full-time,5. 50-74.9,6,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
1421,39,Female,Asian or Pacific Islander,Married,College graduate,Employed full-time,6. 75-99.9,6,No,No,Yes,Purchased the book,No,Yes,0,0,1
1422,60,Male,Black or African-American,Married,High school graduate,Retired,4. 30m-39.9m,6,No,No,No,no_valid_response,Yes,No,0,0,0
1423,57,Female,Black or African-American,Married,College graduate,Employed full-time,7. 100-149.9,6,No,No,Yes,Purchased the book,Yes,Yes,0,0,1
1424,56,Female,Black or African-American,Divorced,Post-graduate training/professional school after college,Employed full-time,5. 50-74.9,6,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1
1425,50,Female,Black or African-American,Never been married,College graduate,Employed full-time,5. 40m-49.9m,6,Yes,No,No,Got the book some other way,No,Yes,1,0,0
1426,49,Male,Black or African-American,Never been married,College graduate,Employed full-time,5. 50-74.9,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
1427,49,Female,Black or African-American,Never been married,High school graduate,Not employed for pay,1. <10m,6,Yes,No,No,Purchased the book,No,No,1,0,0
1428,48,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,2. 10-19.9,6,Yes,No,No,Purchased the book,No,Yes,1,0,0
1429,47,Male,Black or African-American,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,6,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
1430,33,Male,Black or African-American,Never been married,High school graduate,Retired,7. 100-149.9,6,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
1431,30,Male,Black or African-American,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,6. 75-99.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1432,30,Female,Black or African-American,Never been married,Post-graduate training/professional school after college,Employed full-time,Refused,6,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1
1433,29,Male,Black or African-American,Separated,High school graduate,Employed full-time,5. 40m-49.9m,6,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1
1434,28,Male,Black or African-American,Living with a partner,High school graduate,Not employed for pay,4. 30m-39.9m,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1435,21,Male,Black or African-American,Never been married,High school graduate,Employed full-time,2. 10-19.9,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
1436,19,Female,Black or African-American,Never been married,High school graduate,Not employed for pay,7. 100-149.9,6,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
1437,18,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,7. 100-149.9,6,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
1438,16,Female,Black or African-American,Never been married,None,Not employed for pay,2. 10-19.9,6,Yes,No,No,Purchased the book,Yes,No,1,0,0
1439,85,Female,White,Married,"Some college, no 4-year degree",Retired,Refused,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1440,80,Male,White,Married,Post-graduate training/professional school after college,Retired,Refused,6,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
1441,79,Female,White,Married,Post-graduate training/professional school after college,Retired,6. 75-99.9,6,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
1442,77,Male,White,Widowed,High school graduate,Retired,2. 10-19.9,6,Yes,No,No,Purchased the book,Yes,No,1,0,0
1443,76,Female,White,Widowed,High school graduate,Retired,3. 20-29.9,6,Yes,No,No,Purchased the book,No,Yes,1,0,0
1444,75,Female,White,Married,College graduate,Retired,7. 100-149.9,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
1445,74,Female,White,Married,High school graduate,Retired,Refused,6,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
1446,73,Female,White,Divorced,High school graduate,Retired,2. 10-19.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1447,73,Male,White,Married,College graduate,Retired,4. 30m-39.9m,6,Yes,Yes,No,Borrowed the book from a library,Yes,Yes,1,1,0
1448,73,Female,White,Married,High school graduate,Employed part-time,Refused,6,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
1449,72,Female,White,Married,High school graduate,Retired,5. 50-74.9,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
1450,72,Male,White,Married,High school graduate,Retired,7. 100-149.9,6,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
1451,70,Male,White,Married,High school graduate,Retired,2. 10-19.9,6,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
1452,70,Male,White,Living with a partner,College graduate,Employed full-time,7. 100-149.9,6,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
1453,69,Male,White,Married,College graduate,Retired,6. 75-99.9,6,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
1454,68,Male,White,Married,High school graduate,Retired,5. 40m-49.9m,6,No,No,No,Borrowed the book from a friend or family member,Yes,Yes,0,0,0
1455,68,Female,White,Married,"Some college, no 4-year degree",Retired,Refused,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1456,68,Female,White,Married,"Some college, no 4-year degree",Retired,5. 40m-49.9m,6,Yes,No,Yes,Purchased the book,No,No,1,0,1
1457,67,Male,White,Never been married,Post-graduate training/professional school after college,Retired,3. 20-29.9,6,Yes,No,Yes,Purchased the book,No,Yes,1,0,1
1458,67,Male,White,Married,High school graduate,Retired,5. 50-74.9,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
1459,67,Female,White,Married,College graduate,Not employed for pay,5. 50-74.9,6,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
1460,67,Male,White,Married,High school graduate,Employed full-time,7. 100-149.9,6,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
1461,66,Male,White,Divorced,"Some college, no 4-year degree",Retired,3. 20-29.9,6,No,Yes,Yes,Purchased the book,Yes,Yes,0,1,1
1462,65,Male,White,Married,High school graduate,Retired,7. 100-149.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1463,65,Female,White,Married,"Some college, no 4-year degree",Retired,5. 50-74.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1464,64,Female,White,Widowed,High school graduate,Employed full-time,6. 75-99.9,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
1465,64,Male,White,Married,"Some college, no 4-year degree",Employed part-time,5. 50-74.9,6,Yes,No,No,Purchased the book,No,No,1,0,0
1466,63,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1467,63,Male,White,Married,Post-graduate training/professional school after college,Retired,6. 75-99.9,6,Yes,No,No,Purchased the book,Yes,No,1,0,0
1468,63,Male,White,Divorced,"Some college, no 4-year degree",Disabled,4. 30m-39.9m,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
1469,62,Female,White,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1470,61,Female,White,Divorced,"Some college, no 4-year degree",Not employed for pay,1. <10m,6,Yes,Don’t know,Don’t know,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
1471,60,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,5. 50-74.9,6,No,No,Yes,Got the book some other way,Yes,Yes,0,0,1
1472,60,Male,White,Divorced,High school incomplete,Disabled,2. 10-19.9,6,Yes,No,No,Purchased the book,Yes,No,1,0,0
1473,60,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,6,Yes,No,No,Purchased the book,No,No,1,0,0
1474,60,Female,White,Married,College graduate,Employed full-time,6. 75-99.9,6,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
1475,59,Male,White,Separated,"Some college, no 4-year degree",Not employed for pay,1. <10m,6,Yes,No,No,Borrowed the book from a library,No,No,1,0,0
1476,59,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1477,59,Male,White,Married,College graduate,Employed full-time,7. 100-149.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1478,59,Male,White,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,6. 75-99.9,6,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
1479,58,Male,White,Married,"Some college, no 4-year degree",Employed part-time,5. 40m-49.9m,6,Yes,Yes,No,Borrowed the book from a friend or family member,No,Yes,1,1,0
1480,58,Male,White,Living with a partner,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,6,Yes,Yes,Yes,Got the book some other way,Yes,Yes,1,1,1
1481,58,Male,White,Married,College graduate,Employed full-time,7. 100-149.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1482,57,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1483,57,Male,White,Married,College graduate,Retired,Refused,6,Yes,No,No,Purchased the book,No,Yes,1,0,0
1484,56,Female,White,Married,High school graduate,Have own business/self-employed,5. 50-74.9,6,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
1485,56,Male,White,Married,College graduate,Employed full-time,5. 50-74.9,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
1486,56,Female,White,Divorced,High school graduate,Employed full-time,5. 40m-49.9m,6,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1
1487,56,Male,White,Married,High school graduate,Employed full-time,5. 50-74.9,6,Yes,No,No,no_valid_response,No,Yes,1,0,0
1488,56,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,4. 30m-39.9m,6,Yes,No,No,Purchased the book,Yes,No,1,0,0
1489,56,Male,White,Living with a partner,College graduate,Employed full-time,6. 75-99.9,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
1490,56,Female,White,Living with a partner,High school graduate,Not employed for pay,5. 50-74.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1491,55,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,6,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
1492,55,Female,White,Married,High school graduate,Employed full-time,Refused,6,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
1493,55,Female,White,Married,College graduate,Employed part-time,Refused,6,Yes,No,No,Purchased the book,Yes,No,1,0,0
1494,55,Male,White,Married,Post-graduate training/professional school after college,Retired,7. 100-149.9,6,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1
1495,54,Female,White,Married,"Some college, no 4-year degree",Other,Refused,6,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
1496,54,Female,White,Married,College graduate,Employed full-time,7. 100-149.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1497,54,Female,White,Married,None,Employed full-time,2. 10-19.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1498,54,Male,White,Divorced,"Some college, no 4-year degree",Retired,4. 30m-39.9m,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
1499,53,Male,White,Single,High school graduate,Employed full-time,5. 50-74.9,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
1500,53,Female,White,Married,College graduate,Retired,6. 75-99.9,6,Yes,No,No,Purchased the book,No,Yes,1,0,0
1501,53,Female,White,Married,High school graduate,Employed part-time,6. 75-99.9,6,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
1502,53,Female,White,Married,High school graduate,Employed full-time,6. 75-99.9,6,Yes,No,Yes,Purchased the book,No,No,1,0,1
1503,53,Female,White,Married,College graduate,Retired,Refused,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1504,53,Male,White,Never been married,"Some college, no 4-year degree",Retired,7. 100-149.9,6,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
1505,52,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1506,52,Female,White,Never been married,High school graduate,Employed full-time,3. 20-29.9,6,Yes,No,No,Got the book some other way,No,Yes,1,0,0
1507,52,Male,White,Married,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,6,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
1508,51,Female,White,Married,High school incomplete,Not employed for pay,3. 20-29.9,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
1509,51,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,6,Yes,No,Yes,Purchased the book,No,Yes,1,0,1
1510,51,Male,White,Never been married,College graduate,Employed full-time,2. 10-19.9,6,No,Yes,No,Purchased the book,No,Yes,0,1,0
1511,51,Female,White,Divorced,College graduate,Retired,5. 50-74.9,6,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
1512,51,Female,White,Widowed,High school graduate,Employed full-time,3. 20-29.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1513,50,Male,White,Married,College graduate,Employed full-time,7. 100-149.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1514,50,Male,White,Living with a partner,College graduate,Not employed for pay,3. 20-29.9,6,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
1515,50,Female,White,Married,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,6,Yes,No,No,Purchased the book,Yes,No,1,0,0
1516,49,Female,White,Married,College graduate,Employed full-time,5. 50-74.9,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
1517,49,Female,White,Married,College graduate,Employed part-time,7. 100-149.9,6,Yes,No,No,Purchased the book,Yes,No,1,0,0
1518,48,Male,White,Married,College graduate,Employed full-time,6. 75-99.9,6,Yes,Yes,No,Purchased the book,No,Yes,1,1,0
1519,48,Male,White,Don’t know,High school incomplete,Disabled,1. <10m,6,Yes,Yes,No,Borrowed the book from a library,No,No,1,1,0
1520,48,Female,White,Widowed,High school graduate,Employed full-time,5. 50-74.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1521,47,Female,White,Married,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1522,47,Male,White,Married,College graduate,Employed full-time,Refused,6,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes,1,1,0
1523,47,Female,White,Married,High school graduate,Employed full-time,5. 50-74.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1524,47,Male,White,Married,High school graduate,Employed full-time,7. 100-149.9,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
1525,47,Female,White,Married,College graduate,Employed full-time,Refused,6,Yes,Yes,No,Borrowed the book from a library,Yes,No,1,1,0
1526,47,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,6,Yes,No,No,Purchased the book,No,No,1,0,0
1527,47,Male,White,Married,"Technical, trade or vocational school AFTER high school",Disabled,4. 30m-39.9m,6,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
1528,47,Male,White,Married,High school graduate,Employed full-time,7. 100-149.9,6,Yes,No,Yes,Got the book some other way,No,No,1,0,1
1529,46,Male,White,Single,"Technical, trade or vocational school AFTER high school",Retired,2. 10-19.9,6,No,No,Yes,Purchased the book,No,No,0,0,1
1530,46,Female,White,Married,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,6,Yes,No,Yes,Purchased the book,No,Yes,1,0,1
1531,45,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,6,Yes,Yes,Yes,Purchased the book,No,Yes,1,1,1
1532,44,Male,White,Married,High school graduate,Employed full-time,5. 40m-49.9m,6,Yes,No,No,Purchased the book,Yes,No,1,0,0
1533,44,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1534,43,Female,White,Married,High school graduate,Employed full-time,6. 75-99.9,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
1535,43,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,7. 100-149.9,6,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
1536,42,Male,White,Married,Post-graduate training/professional school after college,Employed part-time,7. 100-149.9,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
1537,42,Male,White,Married,College graduate,Employed full-time,6. 75-99.9,6,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
1538,42,Male,White,Married,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,6,Yes,No,Yes,Purchased the book,No,Yes,1,0,1
1539,41,Female,White,Living with a partner,High school incomplete,Not employed for pay,3. 20-29.9,6,Yes,No,No,Purchased the book,No,No,1,0,0
1540,41,Male,White,Married,College graduate,Not employed for pay,7. 100-149.9,6,Yes,Yes,No,Purchased the book,No,Yes,1,1,0
1541,40,Male,White,Never been married,"Some college, no 4-year degree",Employed full-time,4. 30m-39.9m,6,Yes,No,No,no_valid_response,Yes,No,1,0,0
1542,40,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,6,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
1543,40,Male,White,Divorced,"Some college, no 4-year degree",Have own business/self-employed,7. 100-149.9,6,Yes,No,No,Purchased the book,No,Yes,1,0,0
1544,39,Male,White,Married,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,6,Yes,No,Yes,Purchased the book,No,No,1,0,1
1545,39,Female,White,Married,College graduate,Employed full-time,7. 100-149.9,6,Yes,Yes,Yes,Purchased the book,Yes,No,1,1,1
1546,39,Male,White,Married,College graduate,Employed full-time,7. 100-149.9,6,Yes,No,No,Purchased the book,No,Yes,1,0,0
1547,38,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,6,Yes,No,No,Purchased the book,Yes,No,1,0,0
1548,38,Female,White,Married,High school graduate,Employed full-time,4. 30m-39.9m,6,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
1549,38,Female,White,Married,College graduate,Employed part-time,7. 100-149.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1550,38,Female,White,Married,"Some college, no 4-year degree",Employed full-time,4. 30m-39.9m,6,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
1551,38,Female,White,Divorced,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,6,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,1,0,1
1552,36,Female,White,Never been married,High school incomplete,Not employed for pay,1. <10m,6,Yes,No,No,Purchased the book,Yes,No,1,0,0
1553,34,Male,White,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,6,Yes,No,No,Purchased the book,Yes,No,1,0,0
1554,34,Male,White,Married,College graduate,Employed full-time,6. 75-99.9,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
1555,34,Male,White,Married,College graduate,Employed full-time,6. 75-99.9,6,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
1556,33,Male,White,Married,High school graduate,Employed full-time,5. 40m-49.9m,6,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
1557,32,Female,White,Married,Post-graduate training/professional school after college,Not employed for pay,4. 30m-39.9m,6,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
1558,32,Female,White,Married,College graduate,Employed full-time,Refused,6,Yes,No,No,Purchased the book,No,No,1,0,0
1559,31,Male,White,Married,College graduate,Employed full-time,5. 40m-49.9m,6,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
1560,31,Male,White,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,7. 100-149.9,6,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
1561,30,Female,White,Married,High school graduate,Employed full-time,3. 20-29.9,6,Yes,No,No,Purchased the book,No,Yes,1,0,0
1562,30,Male,White,Married,High school graduate,Employed full-time,7. 100-149.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1563,29,Female,White,Living with a partner,High school graduate,Employed full-time,3. 20-29.9,6,Yes,Yes,No,Borrowed the book from a library,No,Yes,1,1,0
1564,28,Female,White,Never been married,College graduate,Employed full-time,5. 40m-49.9m,6,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
1565,27,Female,White,Living with a partner,Post-graduate training/professional school after college,Employed full-time,5. 50-74.9,6,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
1566,27,Male,White,Never been married,Post-graduate training/professional school after college,Employed full-time,5. 50-74.9,6,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
1567,26,Female,White,Married,High school incomplete,Not employed for pay,3. 20-29.9,6,Yes,Yes,No,Borrowed the book from a library,Yes,Yes,1,1,0
